,start,end,start_x_msm,end_x_msm,start_y_msm,end_y_msm,start_z_msm,end_z_msm,Type
1,2011-03-23 15:39:10,2011-03-23 16:24:02,0.363107776224805,0.8146708108387334,-0.6718593328898944,0.05191210221230033,-4.988643852459016,-5.8657290983606565,bs_out
2,2011-03-23 23:46:56,2011-03-23 23:59:41,2.077316235066957,1.9540605511465456,3.6670573134596536,3.520476618238219,-2.0457331967213115,-1.6589237704918032,bs_in
3,2011-03-24 01:10:01,2011-03-24 01:13:35,0.703914286738649,0.5960671307484132,1.6347806071462851,1.4478524325671993,0.6548311475409836,0.7537520491803279,mp_in
4,2011-03-24 02:14:53,2011-03-24 02:15:29,-0.6146577691957771,-0.6108291563336783,-1.584289038799379,-1.5866730002493632,-1.5581647540983607,-1.594266393442623,mp_out
5,2011-03-24 04:35:35,2011-03-24 07:32:30,0.8868511662793512,2.3115191472494114,0.12117791526087243,2.6011975138053365,-5.972445081967213,-6.556529918032787,bs_out
6,2011-03-24 12:18:47,2011-03-24 12:46:28,1.9506810104263974,1.4917892413345524,3.204813353136045,2.617311504333027,-1.1906151639344262,-0.2628176229508197,bs_in
7,2011-03-24 13:22:55,2011-03-24 13:23:17,0.4921820127979989,0.47860409184585384,1.1363786543601062,1.114419240855329,0.8735995901639345,0.8812282786885246,mp_in
8,2011-03-24 14:16:02,2011-03-24 14:17:20,-0.7119706841469785,-0.7054769208126085,-1.533215102086603,-1.5420702997825753,-1.3578676229508198,-1.4388081967213115,mp_out
9,2011-03-24 14:45:22,2011-03-24 14:49:15,-0.4581472609575255,-0.41516979282043837,-1.4787821815707392,-1.4463649148999178,-2.9146377049180328,-3.0846852459016394,bs_out
10,2011-03-25 00:58:28,2011-03-25 01:00:02,1.449380101014311,1.4110507806590233,2.3230162980977367,2.2747412317081754,-0.0005327868852459062,0.05284549180327868,bs_in
11,2011-03-25 01:19:50,2011-03-25 01:21:49,0.8281205971365057,0.757656952453268,1.5031817334236466,1.4051542045882615,0.6879729508196721,0.7425803278688525,mp_in
