Boundary number,Yr_pass,Day_orbit,Hour,Minute,Second,Orbit_number,X_MSO (km),Y_MSO (km),Z_MSO (km)
2,2011,110,5,1,18,66,3192.671,-3770.113,1874.336
3,2011,110,5,14,19,66,2104.874,-2183.85,2725.17
4,2011,110,5,17,55,66,1736.092,-1671.683,2884.516
5,2011,110,6,22,29,66,-3056.351,3057.399,-4597.547
6,2011,110,6,27,9,66,-3072.073,2957.874,-5189.429
7,2011,110,7,5,12,66,-2733.76,1727.269,-9067.182
8,2011,110,7,11,34,66,-2628.744,1484.326,-9584.267
1,2011,110,17,4,24,67,3178.59,-3981.835,1780.697
2,2011,110,17,7,37,67,2957.396,-3628.472,2022.08
3,2011,110,17,16,21,67,2259.459,-2550.779,2601.085
4,2011,110,17,18,13,67,2089.194,-2295.891,2703.21
5,2011,110,18,26,44,67,-2978.723,3136.528,-4585.813
6,2011,110,18,33,25,67,-3000.009,2989.62,-5424.941
7,2011,110,19,6,48,67,-2730.881,1901.21,-8834.48
8,2011,110,19,15,44,67,-2595.316,1558.786,-9570.37
1,2011,111,4,59,29,68,3603.003,-4978.786,1042.83
2,2011,111,5,1,15,68,3511.158,-4815.08,1187.277
3,2011,111,5,20,28,68,2212.491,-2635.201,2588.93
4,2011,111,5,21,29,68,2124.738,-2495.798,2646.377
5,2011,111,6,33,7,68,-2911.477,3171.041,-4849.259
6,2011,111,6,39,0,68,-2925.926,3034.091,-5574.566
7,2011,111,7,18,9,68,-2585.871,1700.68,-9417.21
8,2011,111,7,29,6,68,-2412.903,1265.511,-10253.053
1,2011,111,16,58,8,69,3735.546,-5566.348,572.036
2,2011,111,17,5,16,69,3404.805,-4930.716,1161.675
3,2011,111,17,17,1,69,2721.721,-3684.051,2076.105
4,2011,111,17,20,39,69,2466.86,-3238.155,2329.505
5,2011,111,18,38,25,69,-2836.903,3223.674,-4971.423
6,2011,111,18,45,30,69,-2850.721,3050.693,-5829.864
7,2011,111,19,40,24,69,-2269.291,1041.946,-10741.441
8,2011,111,19,46,6,69,-2171.992,806.066,-11118.217
1,2011,112,5,1,33,70,3631.688,-5733.776,495.658
2,2011,112,5,2,7,70,3609.026,-5686.321,543.009
3,2011,112,5,20,2,70,2711.158,-3905.549,1980.154
4,2011,112,5,20,56,70,2654.82,-3799.285,2046.264
5,2011,112,6,43,43,70,-2761.133,3273.31,-5092.584
6,2011,112,6,51,1,70,-2774.735,3089.538,-5966.94
7,2011,112,7,55,54,70,-2061.971,631.884,-11461.159
8,2011,112,8,9,30,70,-1823.141,56.479,-12241.758
1,2011,112,17,9,37,71,3340.599,-5495.79,807.003
2,2011,112,17,21,2,71,2801.025,-4352.926,1728.241
3,2011,112,17,30,34,71,2215.969,-3188.425,2412.524
4,2011,112,17,33,31,71,2003.33,-2781.468,2593.104
5,2011,112,18,40,23,71,-2618.873,3481.839,-4095.971
6,2011,112,18,48,54,71,-2683.793,3322.658,-5198.348
7,2011,112,19,43,14,71,-2300.954,1400.58,-10334.498
8,2011,112,19,49,4,71,-2217.949,1156.984,-10741.503
1,2011,113,5,11,48,72,3284.289,-5767.501,628.572
2,2011,113,5,12,13,72,3268.835,-5730.852,663.307
3,2011,113,5,32,30,72,2288.93,-3558.42,2253.064
4,2011,113,5,34,37,72,2154.166,-3278.772,2394.754
5,2011,113,6,46,57,72,-2556.476,3512.858,-4395.945
6,2011,113,6,53,1,72,-2600.518,3393.808,-5172.183
7,2011,113,8,5,18,72,-2020.364,705.125,-11506.283
8,2011,113,8,11,36,72,-1924.709,433.891,-11877.806
1,2011,113,17,17,24,73,3095.684,-5731.893,734.603
2,2011,113,17,18,25,73,3058.824,-5638.993,819.048
3,2011,113,17,33,38,73,2379.66,-4017.597,2026.106
4,2011,113,17,37,19,73,2171.06,-3548.231,2286.777
5,2011,113,18,47,35,73,-2426.585,3626.464,-3897.236
6,2011,113,18,58,18,73,-2521.838,3435.926,-5289.976
7,2011,113,20,9,2,73,-2011.984,782.142,-11470.177
8,2011,113,20,14,23,73,-1937.009,550.092,-11788.87
1,2011,114,5,22,27,74,2928.866,-5738.739,794.777
2,2011,114,5,30,45,74,2613.661,-4908.624,1472.24
3,2011,114,5,42,59,74,2005.94,-3417.795,2376.532
4,2011,114,5,45,51,74,1831.986,-3012.878,2555.894
5,2011,114,6,49,37,74,-2303.485,3706.796,-3577.445
6,2011,114,6,55,40,74,-2382.404,3635.046,-4404.858
7,2011,114,7,36,59,74,-2370.28,2361.513,-8822.184
8,2011,114,7,46,14,74,-2294.06,1988.762,-9584.083
1,2011,114,17,32,6,75,2605.05,-5285.364,1232.818
2,2011,114,17,35,28,75,2476.585,-4927.311,1503.558
3,2011,114,17,46,30,75,1964.977,-3575.798,2323.176
4,2011,114,17,49,24,75,1802.711,-3168.442,2509.437
5,2011,114,18,57,30,75,-2263.74,3728.098,-4071.346
6,2011,114,19,1,15,75,-2306.196,3672.429,-4570.466
7,2011,114,19,40,49,75,-2315.679,2439.512,-8779.928
8,2011,114,19,48,19,75,-2263.328,2137.895,-9405.744
1,2011,115,5,34,5,76,2551.803,-5584.39,1041.521
2,2011,115,5,36,7,76,2485.037,-5378.276,1207.907
3,2011,115,5,53,16,76,1749.075,-3276.665,2481.449
4,2011,115,5,54,55,76,1657.822,-3033.947,2580.908
5,2011,115,7,3,20,76,-2191.357,3763.227,-4275.314
6,2011,115,7,4,22,76,-2203.299,3747.951,-4412.591
7,2011,115,7,49,35,76,-2230.868,2318.602,-9156.297
8,2011,115,7,58,45,76,-2167.184,1939.579,-9883.664
1,2011,115,17,35,11,77,2505.658,-5957.582,775.047
2,2011,115,17,35,25,77,2499.311,-5935.492,794.435
3,2011,115,17,52,58,77,1886.46,-3961.121,2173.461
4,2011,115,17,54,42,77,1808.009,-3726.632,2293.48
5,2011,115,19,4,21,77,-2054.582,3854.225,-3825.987
6,2011,115,19,12,42,77,-2152.653,3730.89,-4931.253
7,2011,115,20,20,58,77,-1979.313,1218.731,-11134.997
8,2011,115,20,30,36,77,-1888.896,791.551,-11726.662
1,2011,116,5,35,56,78,2443.977,-6344.833,476.908
2,2011,116,5,41,48,78,2300.742,-5792.881,965.173
3,2011,116,5,56,3,78,1838.792,-4168.479,2085.139
4,2011,116,6,0,7,78,1668.419,-3614.579,2366.878
5,2011,116,7,15,55,78,-2050.886,3803.815,-4791.443
6,2011,116,7,21,38,78,-2099.203,3682.041,-5499.876
7,2011,116,8,27,49,78,-1929.733,1155.79,-11295.809
8,2011,116,8,29,13,78,-1918.315,1093.527,-11383.057
1,2011,116,17,43,26,79,2220.985,-6107.761,742.415
2,2011,116,17,46,56,79,2139.166,-5764.259,1032.206
3,2011,116,18,1,4,79,1711.016,-4118.354,2135.349
4,2011,116,18,7,35,79,1444.189,-3188.072,2564.009
5,2011,116,19,9,38,79,-1809.684,3969.179,-3353.265
6,2011,116,19,19,59,79,-1955.559,3857.735,-4759.701
7,2011,116,20,5,55,79,-2046.09,2339.905,-9432.006
8,2011,116,20,16,43,79,-1997.186,1881.876,-10255.734
1,2011,117,5,42,13,80,2173.644,-6662.161,279.11
2,2011,117,5,46,55,80,2088.19,-6238.127,672.712
3,2011,117,6,2,30,80,1703.437,-4534.074,1924.147
4,2011,117,6,4,56,80,1625.351,-4217.936,2103.052
5,2011,117,7,26,52,80,-1888.389,3856.052,-5084.546
6,2011,117,7,30,59,80,-1924.358,3763.998,-5586.186
7,2011,117,8,28,8,80,-1918.446,1620.745,-10753.679
8,2011,117,8,34,48,80,-1882.325,1324.886,-11191.897
1,2011,117,17,44,19,81,2043,-6900.936,92.517
2,2011,117,17,44,40,81,2038.115,-6871.611,121.945
3,2011,117,18,6,57,81,1588.98,-4556.044,1934.116
4,2011,117,18,9,14,81,1522.797,-4257.319,2101.86
5,2011,117,19,19,13,81,-1632.469,4051.099,-3490.49
6,2011,117,19,24,59,81,-1721.294,4003.826,-4285.451
7,2011,117,20,28,22,81,-1894.502,1847.686,-10471.78
8,2011,117,20,34,16,81,-1871.693,1587.684,-10876.117
1,2011,118,5,53,15,82,1815.779,-6544.104,479.989
2,2011,118,5,56,39,82,1766.184,-6224.755,764
3,2011,118,6,12,56,82,1435.246,-4374.304,2057.24
4,2011,118,6,16,53,82,1324.314,-3827.495,2333.758
5,2011,118,7,24,5,82,-1543.612,4088.127,-3569.402
6,2011,118,7,31,1,82,-1647.028,4021.877,-4513.138
7,2011,118,8,9,32,82,-1871.307,2864.69,-8649.62
8,2011,118,8,12,41,82,-1873.135,2739.217,-8921.89
1,2011,118,17,53,54,83,1696.262,-6909.37,171.975
2,2011,118,18,3,2,83,1586.624,-6059.844,935.426
3,2011,118,18,20,3,83,1260.763,-4021.712,2255.896
4,2011,118,18,22,19,83,1200.701,-3693.48,2407.328
5,2011,118,19,23,54,83,-1360.276,4120.889,-2917.821
6,2011,118,19,31,36,83,-1496.231,4104.72,-4014.997
7,2011,118,20,26,7,83,-1811.903,2408.561,-9665.53
8,2011,118,20,26,15,83,-1811.892,2402.931,-9675.928
1,2011,119,6,3,4,84,1484.846,-6512.736,578.877
2,2011,119,6,6,52,84,1444.663,-6144.185,895.397
3,2011,119,6,21,14,84,1227.717,-4480.643,2033.134
4,2011,119,6,25,33,84,1136.041,-3879.518,2336.27
5,2011,119,7,30,15,84,-1299.895,4161.056,-3217.882
6,2011,119,7,35,25,84,-1388.813,4144.366,-3947.64
7,2011,119,8,28,56,84,-1751.752,2515.796,-9548.219
8,2011,119,8,29,41,84,-1752.577,2484.32,-9607.365
1,2011,119,18,6,45,85,1331.084,-6604.752,525.877
2,2011,119,18,7,50,85,1322.947,-6503.253,616.533
3,2011,119,18,28,26,85,1068.554,-4110.67,2239.023
4,2011,119,18,30,20,85,1032.233,-3835.808,2367.447
5,2011,119,19,32,52,85,-1166.217,4185.121,-2969.849
6,2011,119,19,39,13,85,-1279.938,4180.912,-3877.764
7,2011,119,20,21,5,85,-1653.73,3050.258,-8527.777
8,2011,119,20,21,31,85,-1655.427,3033.423,-8566.239
1,2011,120,6,9,25,86,1178.347,-6784.937,387.536
2,2011,120,6,14,52,86,1148.85,-6268.085,843.028
3,2011,120,6,31,22,86,988.352,-4327.756,2142.063
4,2011,120,6,34,19,86,944.06,-3907.218,2345.632
5,2011,120,7,37,32,86,-1071.493,4214.773,-3023.019
6,2011,120,7,40,28,86,-1126.097,4221.759,-3448.662
7,2011,120,8,26,56,86,-1586.79,3030.555,-8663.919
8,2011,120,8,28,57,86,-1595.868,2951.04,-8838.916
1,2011,120,18,9,25,87,1021.491,-7185.085,24.576
2,2011,120,18,10,35,87,1019.65,-7086.65,122.776
3,2011,120,18,32,49,87,911.133,-4734.422,1932.628
4,2011,120,18,43,27,87,780.365,-3180.256,2641.463
5,2011,120,19,36,15,87,-852.532,4167.447,-2173.608
6,2011,120,19,40,15,87,-937.617,4227.528,-2786.61
7,2011,120,20,28,40,87,-1497.959,3168.621,-8435.54
8,2011,120,20,46,2,87,-1581.164,2464.459,-9872.378
1,2011,121,6,8,47,88,841.69,-7602.294,-391.817
2,2011,121,6,10,7,88,843.355,-7499.088,-279.731
3,2011,121,6,41,14,88,767.323,-4193.841,2229.527
4,2011,121,6,46,52,88,713.213,-3341.969,2590.765
5,2011,121,7,38,22,88,-701.659,4133.274,-1827.465
6,2011,121,7,55,27,88,-1025.439,4238.238,-4326.628
7,2011,121,8,28,12,88,-1385.863,3382.594,-7996.453
8,2011,121,8,34,56,88,-1433.854,3129.975,-8609.983
1,2011,121,18,28,45,89,689.778,-6236.993,921.096
2,2011,121,18,28,49,89,689.831,-6230.206,926.617
3,2011,121,18,50,25,89,637.096,-3478.491,2546.002
4,2011,121,18,53,11,89,615.159,-3028.231,2701.241
5,2011,121,19,40,38,89,-553.978,4083.237,-1498.585
6,2011,121,19,44,23,89,-638.659,4194.004,-2098.785
7,2011,121,20,21,42,89,-1201.677,3779.655,-6921.592
8,2011,121,20,35,10,89,-1325.3,3318.959,-8243.699
1,2011,122,6,29,33,90,524.954,-6596.579,628.506
2,2011,122,6,30,26,90,528.266,-6511.817,702.316
3,2011,122,6,50,47,90,560.897,-4090.54,2293.236
4,2011,122,6,52,42,90,557.475,-3805.898,2420.057
5,2011,122,7,50,14,90,-568.318,4241.781,-2339.733
6,2011,122,7,56,11,90,-683.501,4309.1,-3231.827
7,2011,122,8,29,58,90,-1151.692,3683.261,-7329.198
8,2011,122,8,43,6,90,-1275.883,3215.265,-8570.572
1,2011,122,18,24,17,91,301.313,-7441.063,-177.074
2,2011,122,18,34,33,91,367.792,-6540.753,685.837
3,2011,122,18,47,15,91,434.811,-5154.415,1717.796
4,2011,122,18,51,5,91,449.497,-4661.669,2008.384
5,2011,122,19,51,54,91,-410.621,4192.449,-1925.947
6,2011,122,20,2,10,91,-608.11,4330.019,-3473.039
7,2011,122,20,48,38,91,-1208.445,3199.871,-8678.53
8,2011,122,21,25,34,91,-1486.957,1640.95,-11404.431
1,2011,123,6,30,56,92,139.392,-7255.389,19.498
2,2011,123,6,34,31,92,170.434,-6948.041,321.197
3,2011,123,6,53,35,92,322.819,-4907.862,1872.837
4,2011,123,7,1,31,92,371.584,-3797.065,2432.477
5,2011,123,7,52,54,92,-239.821,4088.439,-1392.677
6,2011,123,8,2,32,92,-430.39,4320.923,-2899.459
7,2011,123,8,29,17,92,-852.337,4010.789,-6345.32
8,2011,123,8,45,43,92,-1052.397,3495.381,-8023.714
1,2011,123,18,30,26,93,-90.35,-7637.248,-386.054
2,2011,123,18,34,42,93,-44.689,-7300.734,-26.821
3,2011,123,18,59,2,93,213.628,-4765.425,1958.317
4,2011,123,19,0,59,93,232.898,-4503.565,2101.41
5,2011,123,20,0,0,93,-194.488,4193.134,-1844.445
6,2011,123,20,4,42,93,-284.422,4301.855,-2577.441
7,2011,123,20,39,56,93,-839.456,3852.517,-7026.641
8,2011,123,20,52,13,93,-992.058,3443.295,-8227.363
1,2011,124,6,38,27,94,-231.672,-7342.322,-74.659
2,2011,124,6,46,53,94,-122.644,-6604.943,634.591
3,2011,124,7,5,35,94,125.65,-4467.522,2122.016
4,2011,124,7,6,47,94,141.321,-4300.227,2207.081
5,2011,124,8,3,43,94,-79.971,4178.122,-1749.974
6,2011,124,8,5,56,94,-121.478,4243.201,-2102.025
7,2011,124,8,40,35,94,-692.525,3978.176,-6639.124
8,2011,124,8,45,21,94,-759.413,3839.589,-7141.177
1,2011,124,18,27,47,95,-623.678,-8391.093,-1328.643
2,2011,124,18,38,45,95,-471.406,-7645.106,-413.066
3,2011,124,19,8,8,95,-13.907,-4705.905,1993.349
4,2011,124,19,12,5,95,51.251,-4160.963,2275.309
5,2011,124,20,7,48,95,27.468,4171.62,-1713.878
6,2011,124,20,12,25,95,-55.504,4295.105,-2439.987
7,2011,124,20,44,15,95,-584.057,4012.414,-6569.486
8,2011,124,20,56,27,95,-760.365,3641.599,-7815.564
1,2011,125,6,38,17,96,-737.018,-7971.483,-814.689
2,2011,125,6,43,25,96,-655.159,-7603.915,-383.956
3,2011,125,7,7,58,96,-218.249,-5266.821,1651.071
4,2011,125,7,12,0,96,-139.492,-4761.879,1959.992
5,2011,125,8,16,11,96,60.687,4284.342,-2356.393
6,2011,125,8,22,16,96,-45.466,4367.638,-3266.452
7,2011,125,9,18,59,96,-924.48,2995.093,-9417.374
8,2011,125,9,19,3,96,-925.368,2992.475,-9422.734
1,2011,125,18,46,2,97,-874.836,-7709.081,-527.255
2,2011,125,18,50,4,97,-801.574,-7406.712,-187.8
3,2011,125,19,6,6,97,-483.832,-5952.848,1154.123
4,2011,125,19,17,3,97,-241.118,-4659.675,2014.41
5,2011,125,20,12,43,97,293.524,4008.928,-1108.811
6,2011,125,20,20,42,97,164.105,4286.533,-2388.172
7,2011,125,20,49,12,97,-322.679,4128.847,-6162.625
8,2011,125,20,54,42,97,-412.857,3989.965,-6766.156
1,2011,126,6,46,7,98,-1148.875,-7976.642,-882.508
2,2011,126,6,47,4,98,-1130.851,-7912.876,-803.068
3,2011,126,7,16,12,98,-490.805,-5294.734,1619.572
4,2011,126,7,22,9,98,-336.833,-4547.317,2071.757
5,2011,126,8,22,20,98,314.499,4212.054,-1969.585
6,2011,126,8,30,59,98,171.517,4366.394,-3279.92
7,2011,126,9,1,23,98,-352.303,3934.947,-7015.765
8,2011,126,9,3,27,98,-386.845,3875.397,-7228.544
1,2011,126,18,38,10,99,-1586.281,-8672.604,-1896.106
2,2011,126,18,45,32,99,-1447.127,-8254.433,-1290.822
3,2011,126,19,21,9,99,-605.796,-5205.152,1669.171
4,2011,126,19,24,27,99,-510.691,-4799.08,1922.526
5,2011,126,20,20,58,99,499.184,3970.758,-1046.633
6,2011,126,20,27,54,99,401.471,4239.172,-2166.797
7,2011,126,20,57,50,99,-114.365,4141.674,-6163.162
8,2011,126,21,7,10,99,-278.309,3902.279,-7167.362
1,2011,127,6,29,37,100,-2040.588,-9235.006,-2926.904
2,2011,127,6,30,6,100,-2032.258,-9214.668,-2888.901
3,2011,127,7,20,19,100,-893.636,-5764.383,1257.028
4,2011,127,7,25,18,100,-742.262,-5207.182,1655.937
5,2011,127,8,32,27,100,505.222,4234.51,-2203.463
6,2011,127,8,42,6,100,349.941,4367.322,-3634.389
7,2011,127,9,24,27,100,-411.317,3502.766,-8413.57
8,2011,127,9,25,28,100,-429.274,3467.917,-8504.7
1,2011,127,18,19,50,101,-2513.476,-9694.276,-4011.457
2,2011,127,18,30,2,101,-2343.762,-9335.509,-3232.481
3,2011,127,19,25,33,101,-1009.984,-5641.749,1331.23
4,2011,127,19,31,54,101,-794.939,-4912.775,1832.547
5,2011,127,20,32,58,101,662.837,4096.317,-1599.45
6,2011,127,20,39,31,101,572.649,4283.327,-2626.386
7,2011,127,21,21,20,101,-182.772,3752.459,-7718.682
8,2011,127,21,28,19,101,-312.98,3528.634,-8372.745
1,2011,128,6,34,21,102,-2580.889,-9271.936,-3233.575
2,2011,128,6,41,26,102,-2444.766,-8983.568,-2677.513
3,2011,128,7,32,46,102,-1049.416,-5295.337,1563.444
4,2011,128,7,33,35,102,-1019.336,-5202.15,1627.949
5,2011,128,8,37,3,102,770.074,4069.238,-1561.35
6,2011,128,8,38,16,102,756.267,4115.871,-1757.508
7,2011,128,9,29,11,102,-154.715,3648.396,-8054.85
8,2011,128,9,30,10,102,-173.833,3617.128,-8146.448
1,2011,128,18,31,7,103,-2958.549,-9467.02,-3813.927
2,2011,128,18,42,19,103,-2745.138,-9059.855,-2949.614
3,2011,128,19,31,46,103,-1387.821,-5830.977,1133.24
4,2011,128,19,37,54,103,-1152.617,-5173.969,1627.641
5,2011,128,20,41,40,103,871.672,4060.738,-1609.325
6,2011,128,20,43,49,103,848.238,4138.047,-1953.481
7,2011,128,21,28,8,103,48.882,3813.115,-7538.281
8,2011,128,21,33,23,103,-57.407,3656.388,-8043.339
1,2011,129,6,35,47,104,-3194.956,-9375.497,-3788.673
2,2011,129,6,47,8,104,-2967.116,-8965.437,-2911.485
3,2011,129,7,29,52,104,-1772.609,-6374.776,615.929
4,2011,129,7,41,8,104,-1332.114,-5263.405,1541.531
5,2011,129,8,47,52,104,958.187,4106.466,-1910.213
6,2011,129,8,49,29,104,940.108,4156.472,-2165
7,2011,129,9,34,28,104,106.395,3754.558,-7734.593
8,2011,129,9,39,16,104,5.512,3610.071,-8188.252
1,2011,129,18,32,9,105,-3585.882,-9523.435,-4385.208
2,2011,129,18,46,5,105,-3315.325,-9086.54,-3331.43
3,2011,129,19,34,59,105,-1906.838,-6256.311,682.367
4,2011,129,19,42,2,105,-1618.932,-5587.478,1265.898
5,2011,129,20,48,54,105,1092.02,3951.056,-1379.445
6,2011,129,20,49,56,105,1084.693,3996.034,-1547.766
7,2011,129,21,27,44,105,442.993,4034.325,-6602.046
8,2011,129,21,39,54,105,181.224,3720.161,-7841.047
1,2011,130,6,53,4,106,-3491.859,-8900.069,-3125.49
2,2011,130,6,53,58,106,-3471.327,-8866.509,-3055.155
3,2011,130,7,39,4,106,-2079.586,-6224.627,662.142
4,2011,130,7,48,2,106,-1687.144,-5370.883,1401.8
5,2011,130,8,54,49,106,1185.587,3989.77,-1637.806
6,2011,130,8,58,11,106,1156.187,4104.809,-2172.504
7,2011,130,9,28,35,106,624.637,4093.492,-6218.279
8,2011,130,9,37,3,106,440.253,3906.784,-7128.492
1,2011,130,19,7,24,107,-3472.424,-8404.268,-2332.984
2,2011,130,19,8,38,107,-3439.136,-8349.653,-2233.651
3,2011,130,19,49,41,107,-1957.491,-5591.828,1184.426
4,2011,130,19,54,52,107,-1701.558,-5058.659,1602.241
5,2011,130,20,55,17,107,1304.822,3775.658,-1004.571
6,2011,130,20,59,39,107,1287.682,3977.72,-1719.03
7,2011,130,21,15,37,107,1080.407,4249.952,-4082.824
8,2011,130,21,21,29,107,971.374,4229.468,-4852.647
1,2011,131,7,26,42,108,-3232.228,-7566.416,-1106.191
2,2011,131,7,39,29,108,-2758.555,-6748.009,-31.707
3,2011,131,8,3,40,108,-1583.814,-4507.555,1947.438
4,2011,131,8,4,14,108,-1550.7,-4440.2,1989.699
5,2011,131,8,58,15,108,1402.892,3661.564,-776.702
6,2011,131,9,1,20,108,1403.667,3828.987,-1288.933
7,2011,131,9,23,7,108,1136.372,4217.198,-4504.592
8,2011,131,9,26,16,108,1075.56,4200.104,-4909.675
1,2011,131,19,5,22,109,-4203.573,-8615.997,-3179.929
2,2011,131,19,14,26,109,-3960.255,-8273.829,-2463.668
3,2011,131,19,59,24,109,-2195.756,-5376.52,1271.836
4,2011,131,20,8,51,109,-1650.793,-4362.161,2011.557
5,2011,131,21,4,37,109,1506.143,3738.466,-1115.896
6,2011,131,21,7,55,109,1500.747,3889.732,-1655.141
7,2011,131,21,28,38,109,1227.426,4182.106,-4658.144
8,2011,131,21,39,19,109,1003.739,4071.643,-5960.458
1,2011,132,7,23,38,110,-4032.389,-7958.343,-2071.112
2,2011,132,7,27,10,110,-3918.441,-7797.357,-1783.06
3,2011,132,8,1,29,110,-2463.175,-5524.039,1088.14
4,2011,132,8,11,53,110,-1851.281,-4464.823,1915.348
5,2011,132,9,7,21,110,1601.017,3608.751,-849.332
6,2011,132,9,9,4,110,1607.273,3703.468,-1134.963
7,2011,132,9,22,44,110,1513.037,4111.096,-3258.342
8,2011,132,9,35,21,110,1293.895,4135.932,-4961.319
1,2011,132,19,4,8,111,-4912.649,-8673.316,-3939.349
2,2011,132,19,21,7,111,-4459.965,-8123.087,-2621.823
3,2011,132,20,0,19,111,-2909.715,-5919.97,630.674
4,2011,132,20,12,46,111,-2196.211,-4783.841,1650.133
5,2011,132,21,11,54,111,1700.549,3577.301,-884.96
6,2011,132,21,18,27,111,1704.857,3873.651,-1952.199
7,2011,132,21,55,1,111,1058.618,3895.381,-6738.789
8,2011,132,22,15,18,111,535.318,3398.638,-8699.352
1,2011,133,7,11,20,112,-5075.523,-8456.445,-3721.906
2,2011,133,7,16,21,112,-4943.45,-8307.605,-3336.471
3,2011,133,7,49,52,112,-3785.462,-6844.91,-615.745
4,2011,133,7,53,58,112,-3602.614,-6593.782,-270.077
5,2011,133,9,21,48,112,1813.958,3791.303,-1795.173
6,2011,133,9,26,10,112,1792.245,3925.957,-2478.089
7,2011,133,10,46,25,112,-116.106,2546.276,-10764.258
8,2011,133,10,47,9,112,-136.687,2521.376,-10813.847
1,2011,133,17,4,8,113,-6650.156,-8815.239,-11592.776
2,2011,133,17,45,20,113,-6577.392,-9155.083,-9574.972
3,2011,133,19,49,42,113,-4167.902,-6985.802,-992.627
4,2011,133,20,0,1,113,-3699.85,-6382.132,-124.349
5,2011,133,21,22,27,113,1910.672,3580.759,-1196.08
6,2011,133,21,28,59,113,1910.412,3834.805,-2243.141
7,2011,134,0,10,12,113,-2260.361,-309.173,-14535.424
8,2011,134,0,45,20,113,-3146.357,-1594.91,-15396.579
1,2011,134,7,28,39,114,-5286.631,-7908.112,-3052.84
2,2011,134,7,31,22,114,-5202.497,-7819.279,-2839.03
3,2011,134,7,50,49,114,-4496.843,-7027.764,-1259.997
4,2011,134,7,54,11,114,-4353.635,-6858.498,-979.291
5,2011,134,9,29,55,114,2023.353,3665.501,-1704.955
6,2011,134,9,31,4,114,2023.536,3708.333,-1888.573
7,2011,134,10,28,2,114,831.566,3354.696,-8673.348
8,2011,134,10,28,11,114,827.235,3350.757,-8686.477
1,2011,134,13,42,48,115,-4432.934,-3329.176,-15984.586
2,2011,134,15,12,52,115,-6082.268,-6033.109,-15323.448
3,2011,134,20,17,23,115,-3561.38,-5577.459,611.996
4,2011,134,20,27,21,115,-2910.365,-4763.665,1435.397
5,2011,134,21,44,44,115,2068.626,3872.771,-3300.695
6,2011,134,22,1,46,115,1757.07,3894.272,-5537.784
7,2011,134,23,57,35,115,-1652.867,575.835,-13800.297
8,2011,135,4,19,22,115,-7021.117,-7292.93,-13785.893
1,2011,135,4,26,25,116,-7083.849,-7429.667,-13557.862
2,2011,135,4,42,48,116,-7207.713,-7723.922,-12985.942
3,2011,135,8,16,40,116,-4019.199,-5817.508,187.345
4,2011,135,8,24,12,116,-3560.1,-5290.431,821.36
5,2011,135,9,26,58,116,2025.132,2843.292,236.315
6,2011,135,9,32,25,116,2167.278,3242.444,-687.179
7,2011,135,9,51,11,116,2153.046,3839.294,-3600.361
8,2011,135,9,51,21,116,2150.769,3841.001,-3623.794
1,2011,135,18,28,51,117,-7377.86,-8398.518,-8088.364
2,2011,135,18,49,16,117,-7133.152,-8314.215,-6811.271
3,2011,135,20,16,53,117,-4419.537,-5948.562,-159.739
4,2011,135,20,34,22,117,-3299.867,-4728.121,1304.4
5,2011,135,21,35,24,117,2231.328,3094.173,-457.791
6,2011,135,21,37,11,117,2268.534,3205.322,-758.013
7,2011,135,21,54,44,117,2274.44,3768.028,-3487.499
8,2011,135,21,55,26,117,2265.48,3776.079,-3586.479
1,2011,136,5,57,41,118,-7823.098,-8079.662,-10068.834
2,2011,136,6,10,29,118,-7777.311,-8146.932,-9389.296
3,2011,136,8,28,44,118,-4133.322,-5358.944,477.014
4,2011,136,8,36,52,118,-3572.338,-4775.656,1155.866
5,2011,136,9,37,35,118,2258.365,2878.144,-91.508
6,2011,136,9,40,19,118,2335.364,3066.262,-554.379
7,2011,136,9,52,4,118,2439.309,3568.967,-2452.927
8,2011,136,9,53,27,118,2433.793,3603.024,-2663.117
1,2011,136,18,58,58,119,-7585.067,-7878.763,-6743.697
2,2011,136,19,22,56,119,-7133.294,-7630.878,-5103.615
3,2011,136,20,37,39,119,-3972.047,-4927.76,863.069
4,2011,136,20,44,20,119,-3465.066,-4422.153,1412.808
5,2011,136,21,40,40,119,2295.483,2715.116,123.017
6,2011,136,21,42,9,119,2350.572,2828.328,-128.863
7,2011,136,21,57,49,119,2540.077,3531.807,-2665.486
8,2011,136,22,0,10,119,2525.909,3580.689,-3015.431
1,2011,137,6,46,44,120,-8028.354,-7714.687,-7792.376
2,2011,137,7,1,38,120,-7837.7,-7661.035,-6851.985
3,2011,137,8,27,47,120,-5046.498,-5645.575,-332.999
4,2011,137,8,42,48,120,-4054.837,-4751.142,932.887
5,2011,137,9,44,7,120,2336.471,2575.194,275.002
6,2011,137,9,46,38,120,2439.603,2768.74,-152.024
7,2011,137,10,3,38,120,2638.632,3488.314,-2884.668
8,2011,137,10,6,48,120,2613.345,3543.655,-3346.704
1,2011,137,18,16,5,121,-8486.201,-7389.725,-9787.742
2,2011,137,18,46,25,121,-8300.555,-7475.699,-8074.434
3,2011,137,20,33,57,121,-5101.065,-5399.996,-176.261
4,2011,137,20,46,46,121,-4222.525,-4651.6,904.18
5,2011,137,21,51,17,121,2534.156,2716.849,-203.014
6,2011,137,21,53,22,121,2602.867,2851.369,-555.18
7,2011,137,22,11,36,121,2716.193,3471.578,-3410.352
